"date","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V2","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V3","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V4","V40","V41","V42","V43","V5","V6","V7","V8","V9"
1995-10-01,194.3,111,305.3,321.6,88.6,55.3,128.3,210.5,482.7,246,885.5,202.5,448.4,3262.5,699.8,28.3,76.9,805,89.6,192.9,133.3,93.4,415.8,98.3,50.4,148.7,203,68,52.7,118.7,81.9,321.2,184.2,90.2,140,230.2,2123.9,1163.1,162.4,215.2,163.7,541.4
1995-11-01,208.1,117.5,325.6,370,96,67.5,135.5,227.9,527,256.8,905.7,205.7,462.5,3470.8,719.8,32.8,80.5,833.2,85,205.8,141.6,104.2,432.3,104.1,51.8,155.8,246.8,71,55.5,123.4,86,335.9,192,104.1,136.4,240.4,2244.4,1201.9,161,246.7,176.2,583.9
1995-12-01,305.3,166.8,472.1,663.3,106.2,105.9,158.6,316.5,687.1,297.4,1020.8,223.9,521.3,4477.4,822.5,52.5,93.6,968.6,95.5,300.7,191.1,150.2,587.3,152.2,79.9,232.1,436.7,98,99,148.7,143,488.7,219.4,108.4,151.1,259.4,2972.8,1390.4,177.6,340,225.4,743
1996-01-01,204.9,108.5,313.4,290.8,89.5,53.6,117.6,202.2,463,259,884.2,231.9,490.8,3243.7,711.5,27.6,76,815.1,85.6,185.2,130.2,93.7,401,96.1,45.6,141.7,187.4,90.9,55.7,102.1,75.8,324.6,168,95.9,143.2,239.1,2109,1145.9,144.3,238,157.5,539.8
1996-02-01,179.8,107.7,287.6,255,90.2,54.7,105,210,460,251.8,878.2,210.1,461.9,3116.6,712.4,28.5,77.3,818.3,77.9,174.9,118.7,92.2,371.4,75.4,42.2,117.6,169.2,74.5,50,100,74.3,298.8,166.6,87.8,131.2,219,1994.3,1137,140,227.5,147.7,515.2
1996-03-01,191.8,111,302.8,284,94.9,56.6,108.8,204.5,464.8,258.6,910.9,221.6,480.2,3268.7,741.8,30.9,76.8,849.6,81.7,195.2,126.6,101.3,403.6,89.2,46.5,135.7,189.4,68.8,54.6,105.7,76.1,305.1,170.2,97.1,141.2,238.4,2121.7,1182.3,143.3,253.3,158.1,554.7
1996-04-01,210.3,108.5,318.8,301.9,85.7,53.9,113,203.3,456,248.3,882.4,215.9,464.2,3214.8,702.4,30.2,82.2,814.8,78.8,196.6,114,98.7,389.4,103.9,47.3,151.2,220.1,63.2,54.8,98.7,74.8,291.4,163.3,96,140.4,236.4,2103.4,1144.4,141.2,235.9,152.4,529.6
1996-05-01,221.3,112.2,333.5,336.3,89.7,57.4,120.8,209.4,477.2,236.5,936.1,211.3,447.8,3375.1,738.7,30.5,80,849.1,84.6,217.9,120.1,98.7,422.5,103.1,49.8,152.8,224.2,67.3,56.5,105,80.2,309.1,167.9,98.7,137,235.6,2193.4,1202.7,144.3,262.3,171,577.6
1996-06-01,201.2,107.9,309.1,314.2,86.8,60.3,116.3,194.8,458.2,229.2,888.1,202.7,431.9,3239,692.4,30.2,75.9,798.6,83.8,218.5,112.9,95.1,415.2,95.8,46,141.8,213.3,63.5,55.4,98.5,73,290.4,174.3,98,127.9,225.8,2085.1,1157.5,147.6,262.6,158,568.1
1996-07-01,216.2,121.9,338.1,315,87.9,64.5,119.9,215.7,488.1,233.3,914.4,201.7,434.9,3349.6,708,33.5,78.5,819.9,92.6,223.5,117.1,92.5,433.2,95.3,46.8,142,203.4,65.2,54.9,109.4,76.4,305.8,169.1,101,128.9,229.9,2134.3,1176,161.3,262.2,174,597.5
1996-08-01,200,121.4,321.4,303.5,96.7,62.2,118.2,228.6,505.6,240,952.1,206.4,446.4,3358.5,748.6,35.4,79.7,863.6,94,218.4,123,97.6,435.4,85.8,47.4,133.2,199.7,67.5,57.1,107.4,83.5,315.5,173.1,98.6,130.2,228.8,2176.2,1222.8,149.5,251.6,157.5,558.7
1996-09-01,193.8,122.8,316.6,288.5,93.6,61.4,113,226.6,494.5,224.6,905,197.7,422.3,3239.6,696,36.5,76.2,808.7,86.9,195.4,117.5,94.7,399.8,85.2,46,131.2,186.2,62.7,55.9,102.1,79,299.7,164.1,95.7,123.5,219.2,2044.9,1163.8,149,238,167,554
1996-10-01,206.6,126.7,333.3,320.2,92.3,59.2,127.3,229.8,508.5,229.5,958.9,213.9,443.4,3434.7,782.4,39.7,78.6,900.8,102,220.4,140.8,101.7,463.3,100.7,57.4,158.1,203.9,70.4,69.1,109.1,95.9,344.6,178.5,99.3,126.2,225.5,2296.1,1239.1,164.3,244.8,181,590.1
1996-11-01,210.6,130.7,341.3,370.4,99.1,65.5,126.8,242.6,534,226.9,965.9,208.1,435,3534.8,770.2,41.6,83.8,895.6,93.4,229.1,156.7,113.3,479.2,95.5,58.4,153.9,250.8,71.3,75.4,112.1,104.2,363,172.1,102.3,130.9,233.3,2375.8,1251.3,163.5,249.8,189.6,603
1996-12-01,307.2,187.5,494.7,645.9,118.9,104.9,144,336.5,704.3,249.5,1040.8,222.1,471.6,4478.3,845.8,64.3,96.5,1006.5,102,316.8,202.5,153.1,621.4,137.2,86.1,223.3,442.4,104.5,118.3,137.8,157.6,518.1,188.8,116.8,137.9,254.6,3066.5,1382.7,177.8,351.5,249.8,779.1
1997-01-01,202.5,132.5,334.9,284.9,91,53.8,97.1,228.4,470.4,224.6,978.6,225,449.6,3318.8,814.6,39.4,77.6,931.6,95.6,228.8,141.7,93.7,466.1,93.5,54,147.5,197.4,76.4,56.7,96.5,91.1,320.7,165.1,100.2,141.9,242.1,2305.3,1237.4,146,227.5,168,541.5
1997-02-01,166.8,110.2,277,249.4,93.2,51.5,93.1,212.9,450.7,213.2,899.6,192.5,405.6,3051.3,742.6,37.2,70.1,850,88.1,212.6,129.2,92.1,429.9,70.1,48.7,118.8,171.9,67.3,55.7,96.8,88.1,307.8,149.5,88.6,127.5,216.1,2094.5,1141.2,135.9,236.5,154.9,527.3
1997-03-01,174.4,121.6,296,285,98.6,53.1,101.3,222.3,475.3,224.4,986.3,214.6,439,3293.2,795.8,41.4,77,914.3,88.8,205.9,140,103.3,434.7,87.9,51.7,139.6,214.3,69.9,61.3,104.7,89.3,325.3,161,114.4,135.6,249.9,2278,1250.7,141.9,235.4,169.9,547.2
1997-04-01,200.5,120.4,320.9,281.7,92.8,50.8,106.2,217.2,467,215.8,928.1,207,422.8,3196.8,756.5,39.4,79.8,875.7,97,215.4,132.2,95.7,444.6,107.2,58,165.1,212.6,73.2,61.9,111.2,93,339.4,165.3,108.9,142,250.8,2288.1,1189.1,132.3,223.3,159.8,515.3
1997-05-01,228.1,127.4,355.5,337.5,97.7,55.2,107.7,225.4,486,221.3,985.3,210.6,431.9,3440.9,796.6,42.1,84,922.8,102.5,219.2,127.3,103.7,449,104,59.6,163.6,241,67.7,64.3,115.9,96.7,344.6,165.1,108.3,144.3,252.7,2373.6,1254.1,141.8,261.4,172.7,575.9
1997-06-01,200.5,120.9,321.4,287.2,90.1,60.4,105.7,217.2,473.3,207.9,909.8,198.3,406.2,3211.4,741.9,39.8,77.1,858.8,99.9,226.7,123.1,96.7,449.7,90.2,52.3,142.5,200.4,64,63.4,110.4,87.7,325.4,161.4,100.7,135.1,235.8,2212.6,1167.8,144.3,257,154.1,555.4
1997-07-01,207.7,126.8,334.5,341.4,89,63.5,114.1,228.2,494.9,218.7,960.6,207,425.7,3399.7,776.5,42.1,85.1,903.8,107,225.3,121,91.1,453.4,98.7,58.7,157.4,226.3,64.8,67.3,120,93.2,345.3,201.3,108.5,129.1,237.5,2323.8,1253.1,150.9,254.3,144.9,550.1
1997-08-01,185.2,122.4,307.6,281.5,91.1,57.5,115.6,227.9,492,227.7,972,209,436.7,3306.9,782.6,44.5,83.3,910.4,106.1,230,124.3,95.4,460.4,89.6,58,147.6,198.2,67.4,68.1,120.1,100.9,356.6,201,113.8,124,237.8,2311,1268.4,144.9,234.5,141.3,520.7
1997-09-01,195.9,124.5,320.5,320.6,93.9,60.1,111.3,234.9,500.2,222.9,946.9,211.2,434,3344.9,761.6,43.5,82.6,887.7,106.9,206.5,138.7,90.4,452,94.7,59.8,154.5,226.6,68,72,118.3,104.3,362.6,200.3,110.3,124.7,235,2318.5,1237.7,141.4,226.1,164.3,531.8
1997-10-01,199.7,139.8,339.5,332,91.4,59.3,116.9,257.6,525.2,227.6,1022.6,215.9,443.6,3520.8,828.2,46.8,90.2,965.2,125.6,236.3,152.5,102,514.4,101.3,66.4,167.6,232.6,72.5,79.5,107.8,112.4,372.1,207.4,120.6,122.7,243.4,2495.3,1331.9,154.2,231.8,162.7,548.7
1997-11-01,211,144.6,355.6,382.1,94.4,64.8,112.8,280.7,552.7,237.8,1001.1,210.1,447.8,3601.5,805,51.5,86.2,942.8,117.1,241.2,159.3,108.7,517.6,108.2,66.7,175,272.3,71.6,85.8,106.5,109.3,373.2,204.7,115.9,122.6,238.5,2519.3,1314.5,148,227.9,172.8,548.6
1997-12-01,317.1,204.8,521.9,658.3,118.3,102,139.8,390.1,750.2,257.9,1115,225.3,483.2,4684.7,896.9,82.8,103.2,1083,128.1,339.3,212.8,157.4,680.2,151.1,98.2,249.4,465.3,103.2,128.5,134.5,170.4,536.6,240.8,133.2,131.1,264.3,3278.7,1513.3,165.1,344,248.7,757.9
1998-01-01,189,133,322,321.2,89.1,58.9,113.2,235.6,496.8,225,1039.1,215.1,440.1,3491.6,838.1,46,85,969.2,118.5,188.9,142.8,100.7,450.2,92.8,63.6,156.4,214.2,75,68.2,95.2,109.9,348.3,233.7,116.6,124.9,241.5,2379.7,1373.6,137.8,243,157,537.9
1998-02-01,159.6,112.4,272,237.1,89.3,49.5,105.7,224.4,469,188.6,940.6,191.2,379.9,3083.5,748.4,43.9,81.9,874.2,111.9,155.9,128.3,88.9,396.1,82.8,55.3,138,174.2,67.6,60.3,88.8,101.6,318.3,207.8,103.3,114.6,218,2118.9,1237.3,129.7,213.7,145,488.4
1998-03-01,175.6,115,290.6,278.7,97.1,53.3,116.5,219.1,486,208.5,1003.8,198,406.5,3315.2,797.6,47.1,86.8,931.4,117.1,171.3,139.1,94,427.5,102.8,64.2,166.9,208.9,72.6,62.3,100.2,116.1,351.2,214,125.9,119.5,245.4,2331.4,1311.9,138.2,244.7,158.6,541.5
1998-04-01,202.3,128.2,330.5,328.4,86.4,56,112.5,242.2,497.1,198.7,995.6,172.3,370.9,3345.4,803.3,46.5,86.8,936.6,109.1,168.1,139.1,93.8,416.2,122.2,67.6,189.9,245.8,61.7,67.1,101.8,117.7,348.2,218.9,127.1,108.8,235.8,2372.6,1308.3,133.1,231.2,145.9,510.2
1998-05-01,236.7,130.9,367.6,340.5,90.8,52.4,114.4,239.6,497.2,228.2,1006.6,167.1,395.4,3457.8,816.3,49.7,84.4,950.4,122.4,174.9,136.5,94.6,433.8,128.7,65.4,194.1,238.2,61.7,65.1,108.7,108.5,344,219.3,129.9,110.3,240.2,2400.6,1320.5,147.1,242.7,146.8,536.6
1998-06-01,203.8,123.2,327,279.1,89.4,54.2,114.5,230.5,488.6,207.1,962.9,169.2,376.3,3263,787.9,44.5,84.6,917,120.7,169.9,132.5,87.7,423.2,119.7,61,180.8,211,59,66.5,108,104.3,337.7,212.4,121.8,105.1,226.9,2296.6,1263,145.4,243.4,140.2,528.9
1998-07-01,211.7,136.1,347.8,364.2,85.9,60.6,124.8,240.5,511.9,226.8,1007.7,174.5,401.4,3476.1,843.3,52.7,95.5,991.5,130.4,182.8,133.6,87.1,446.8,132,66.5,198.5,254.5,67.1,71.7,111.2,116.7,366.7,216.7,133,115.4,248.4,2506.4,1311.6,162.6,240.8,135.8,539.2
1998-08-01,198,125.4,323.4,291.5,83.3,54.7,122,233.9,494,221.6,1003.3,160.7,382.3,3304.9,827.1,52.6,89.9,969.5,124.6,169,142.6,84.3,436.2,118.9,63.3,182.2,212.7,69.1,77.8,111.8,115.3,374,211.9,141.6,113.9,255.5,2430.1,1299.6,149.1,223.3,141.7,514.1
1998-09-01,206.1,138.6,344.7,324,87.9,56.3,131.9,242.7,518.8,228.9,999.1,159.5,388.4,3397.4,826.6,53.8,88.7,969.1,134.2,176.6,148.8,85.3,459.6,121.9,65,186.9,227.9,67.5,85.7,109.9,119,382,218.6,137.5,110.5,248,2473.6,1302.9,147.1,212.7,158.7,518.5
1998-10-01,226.9,140.6,367.5,345.4,80.3,61.7,143.4,227.3,512.7,262.5,1109.4,172.2,434.7,3617.3,897.8,51.6,94.5,1043.9,136.9,196.5,155.6,101.7,489.1,122.7,74.6,197.4,251.6,71.8,81.6,115.2,132.5,401.1,223.4,146.6,121.4,268,2651,1434.4,158.1,216.2,148.4,522.6
1998-11-01,211.5,145,356.5,393.1,85.7,67.2,137.4,243.9,534.2,266.7,1041.8,166.3,433,3603.4,864.2,60,84.8,1008.9,132.5,191.4,150.6,103.9,474.5,134.8,78.9,213.6,284.8,72.3,88.9,116.5,135.9,413.7,209.4,143.7,116.8,260.5,2656,1355.1,172.7,210.8,148,531.6
1998-12-01,333.9,199.1,533,691.3,102,107.4,170.6,337.8,717.8,279,1186.6,180,459,4670.5,987.1,93.8,109.9,1190.8,150.9,293.2,193.9,150.6,638,206.7,110,316.6,498.8,98.5,139.4,141.7,192.1,571.8,247.8,160.1,124.1,284.2,3500.1,1585,175.7,325.7,183,684.4
1999-01-01,199.8,141.6,341.4,338.7,80,60.4,142.9,211.2,494.4,287.9,1104.6,173.3,461.2,3574.8,918.8,56.7,84.6,1060.1,121.7,210.4,140.1,91.5,472.2,113.3,72.2,185.5,224.5,76.3,77.1,105,117.1,375.5,219.7,150.1,117.6,267.7,2585.5,1415.9,150.3,239.8,133.1,523.2
1999-02-01,167.4,111.9,279.3,252.2,83,49.4,135.8,197,465.2,270,1001,149.6,419.6,3163.1,828.9,54.1,80.7,963.8,117.8,183.4,126.8,84.4,428,107.5,61.5,169,185.9,67.6,67.5,106.1,111.6,352.8,206.9,139.1,109.4,248.6,2348.1,1292.3,126.6,207.5,120.5,454.6
1999-03-01,193.6,116.1,309.7,303,96.3,55.6,158.4,194.3,504.6,299.9,1108.9,164.8,464.7,3499.5,909.4,59.3,93.3,1062,137.1,189.1,137.4,96.6,463.5,135,78.4,213.4,233.5,74.2,74.5,131.3,131.3,411.4,218.4,161.8,121.4,283.3,2667.1,1423.9,149.4,212,132.2,493.6
1999-04-01,227.1,133.2,360.3,339.1,83.9,56.2,152.7,218.5,511.3,312.6,1043.4,158,470.6,3528.9,865.8,54.2,100.1,1020.2,128.5,203.9,132,92.1,464.4,144.5,76.5,221,236.6,71.1,73.8,123.8,125.6,394.4,226.4,170.1,115.5,285.6,2622.2,1361.8,140.4,219.4,126,485.8
1999-05-01,230.6,127.8,358.4,349,84.1,53.2,157.7,222.6,517.6,332.2,1060.1,160.8,493,3605.1,879.6,56.3,94,1029.9,143.5,212,124,92.1,479.5,142.1,76.1,218.2,253.5,73.3,70.3,129.4,116.2,389.2,217,182.5,116.6,299.1,2669.5,1369.2,159.4,217.4,141,517.8
1999-06-01,219.2,114.6,333.8,298.6,84,56.8,159.7,195,495.4,286.7,1029.5,157.3,444,3422.2,843.8,53.8,92.7,990.3,142.7,209.2,123.9,86.6,475.8,147.1,76.6,223.7,220.4,72.4,75.2,128,123.7,399.3,215.4,179.9,115.3,295.2,2604.7,1331.5,159,224.8,135,518.8
1999-07-01,227.3,123.5,350.8,367.8,91.8,59.6,165.2,215.2,531.8,238.5,1080.8,151.8,390.4,3583.1,909.8,56.7,102.4,1068.9,149.4,202.6,131.6,97.5,483.5,140,84.6,224.6,263.2,70,70,137.6,129.1,406.6,227.7,203.2,118.3,321.5,2768.4,1405.9,167.1,225.7,143.7,536.5
1999-08-01,224.6,122.1,346.7,309,89.4,58.9,162.2,222.7,533.2,247.4,1058.5,159.6,407.1,3521.7,880.7,56.3,98.5,1035.5,148.7,196.9,137.2,93.9,482.8,140.1,78,218.1,221.3,68.1,76,133.3,127.2,404.5,223.5,210.9,120.4,331.3,2693.5,1376,172.6,232.7,144.4,549.7
1999-09-01,232.9,125.8,358.7,342.7,89.3,64.4,166.7,232.6,553.1,256.1,1074.3,163.8,419.8,3661.6,890.8,60.6,97.1,1048.5,151.2,194.5,155.3,100.1,501,151.1,81.7,232.8,248.5,68.4,85.4,132.6,134.1,420.4,228.3,223.1,117.1,340.2,2791.3,1402.6,186.2,226.7,171.7,584.6
1999-10-01,246.9,128.6,375.5,361.2,82.2,60.4,168.1,236.7,547.4,258.7,1125.5,166.1,424.8,3780.5,931.8,65.7,98.2,1095.7,167.6,202.1,176.5,107.4,546.3,152.1,90.9,243,259.3,67,87,125.7,139.5,419.1,230.6,219.8,125.8,345.6,2908.9,1463.5,189.7,233,185.5,608.2
1999-11-01,261.3,138.2,399.5,418.6,87.3,66.9,174.5,252.2,580.9,262,1095.8,164.9,426.9,3848.4,914.7,69.1,95.9,1079.8,166.8,212.5,186.8,108.3,566.1,155.5,95.9,251.3,304.1,73.2,88.6,133.2,144.5,439.6,226,220.1,132.2,352.3,2993.3,1430.1,187.8,236.8,167.9,592.5
1999-12-01,396.3,195,591.3,733.3,108.2,102.4,217.2,364.6,792.4,312.4,1269.4,164.4,476.9,5057.4,1057.9,110,126.4,1294.3,178.7,320,228.3,159.8,727,231.9,125.2,357.1,528.1,100.2,141.7,161.1,204.4,607.4,284.5,251,141.2,392.1,3906,1713.6,200,349.3,200.7,750
2000-01-01,212.8,135.4,348.3,323.6,79.8,63.1,144.6,219.2,506.7,271.5,1130.1,156.2,427.7,3581.9,930,54.8,88.9,1073.7,135.7,211.7,167.2,96.8,514.6,136.1,84.9,221,228,62,84.3,108.6,114.7,369.6,185.8,202.6,128.5,331.1,2738,1412.7,175.9,217.3,169.7,562.9
2000-02-01,172.9,117.1,290,276.6,84.8,56.2,144.3,215.2,500.5,259.4,1072.7,142.6,402,3381.7,886,56.7,88.2,1031,110.6,199.8,151.8,94.9,462.2,121.2,67.7,188.9,195.9,55.9,72.7,113.1,109.7,351.3,183.1,189.6,106,295.7,2524.9,1350.8,177.1,221.5,163.2,561.7
2000-03-01,215.3,124.6,339.9,315.1,90.8,60.6,161.6,221,533.9,282.5,1145.4,155.2,437.8,3638.8,950.5,60.6,98.4,1109.5,137.5,201.7,151.5,97.5,490.7,142.7,79.2,221.8,224.2,64,74,123.1,120.2,381.3,186.9,223,114.2,337.2,2764.8,1429.8,189.5,225.1,167.6,582.3
2000-04-01,218.5,119.5,338,351.1,81.2,59.4,152.9,212.6,506.1,277.6,1099.2,161,438.5,3538.7,904,56.5,85.2,1045.7,126.2,171,152.9,101,450.1,148.6,79.4,228,260.6,52.7,70.8,122.6,116,362.1,176.9,182.7,100.9,283.7,2630.3,1377,173.7,205.4,148.7,527.9
2000-05-01,241.7,135.1,376.8,372,96.3,62,167.7,228.6,554.7,277.9,1099.9,157.3,435.3,3712.8,921.2,54.5,86.7,1062.4,139.1,218.6,145,97.7,502.7,165.4,85.2,250.7,265.3,55.3,73.7,128.4,121.9,379.4,172.2,207.7,101.2,308.9,2769.4,1369.8,192,250.8,161.4,604.2
2000-06-01,269,145.2,414.1,408.6,84.2,69.2,171.8,239.4,564.6,270,1090.3,163.3,433.3,3928.5,910.9,62.8,85.3,1059.1,177.2,251.6,163.1,106.2,591.9,183.4,94.6,278,298.6,55.5,82,131.4,125.4,394.4,176.8,207.7,98.6,306.3,2928.3,1373.3,244.1,301.9,188.5,734.5
2000-07-01,197.5,110.9,308.4,294.7,105.6,57.3,150.3,201,514.2,289,1108.6,192.1,481,3528.6,930.4,57.6,95.6,1083.7,125,199.2,125.9,96.9,450,110.9,64.6,175.5,206.1,55.4,67.2,140.7,104.3,367.7,169.9,194.3,107,301.3,2584.4,1375.4,166,230.6,158.3,554.9
2000-08-01,207,113.9,321,353.9,99.2,61.8,168.3,211.4,540.7,289.4,1154.3,191.6,481,3736.8,949,62.1,98.3,1109.3,138.2,208.4,139.3,105.7,485.9,120.1,70.8,190.9,240.2,57.5,74.9,148,113.1,393.4,171.9,202.5,105.1,307.6,2727.3,1431.9,187,246.7,174.5,608.2
2000-09-01,279.8,136,415.9,381,91.6,68.1,163.8,241.1,564.7,389.4,1146.6,204.1,593.5,3991.7,928.9,60.6,99.4,1088.9,142.3,199.4,148.2,113.8,489.9,121.5,73.2,194.7,251.1,59,78.7,144.9,113.8,396.4,169.3,192.4,104.5,296.9,2717.8,1429.7,177.8,236.1,193.2,607.1
2000-10-01,227.3,141.7,369,374.7,93.4,64.2,158.7,253.9,570.2,339.8,1179.7,220.4,560.1,3955.3,958.1,67.3,91.3,1116.7,158,201.2,155.7,113.3,514.9,121.5,88,209.5,270.2,57.6,74.9,150.3,136.7,419.5,153.4,207.5,118.7,326.2,2857.1,1446.4,185.9,254.4,194.5,634.8
2000-11-01,232.5,141.1,373.5,431,100.5,71.1,165.5,261.2,598.3,320.9,1176.8,196.4,517.3,4034.9,988.1,75.7,90.6,1154.4,164.6,229.9,168.8,117.3,563.3,147.6,98.6,246.1,310.5,62.9,82.9,152.5,150.8,449.1,150.9,200.3,124.5,324.8,3048.3,1445,189,271.1,209.7,669.8
2000-12-01,363.5,200.5,564,774.2,111.8,110.4,208.8,362.6,793.7,354.4,1347.3,218.7,573.2,5266.6,1127.9,114.9,115,1357.7,183.3,317.8,224.2,175.9,725.3,219.9,145.2,365.1,553.9,86,135,179.9,228.7,629.6,174.9,225.5,134.4,359.9,3991.5,1698.2,209.2,388,266.3,863.4
2001-01-01,208.3,138.3,346.5,340.1,96.7,69.7,152,244.9,563.3,343.4,1200.8,214,557.4,3932.9,994.3,65.3,94.3,1153.9,160.8,208.8,162.4,122.6,532.1,124.5,88.4,212.9,245,67.6,80.8,132.1,126.7,407.2,151,200.6,135.7,336.3,2887.5,1474.4,166.7,274.9,209.6,651.2
2001-02-01,170,118.9,288.9,279,102.3,61.6,142.1,236.1,542.1,307.6,1123.9,193.8,501.4,3569.5,938.6,62,89.2,1089.7,149.1,197,141.1,106.4,487.1,108.3,81.1,189.4,206.8,59.3,64.7,133.2,127.4,384.7,142.9,191.3,120.4,311.7,2669.4,1373.2,148.5,251.1,185.2,584.8
2001-03-01,218.2,130.8,349,346.6,110.4,67.2,155.9,249.7,583.3,350.9,1241.5,218.2,569.1,3999,1036.9,70.1,101.3,1208.3,167.3,205.2,155,119.6,527.5,137.5,92.5,230,268.1,65.6,71.4,145.1,136.2,418.2,157.5,223,135.4,358.4,3010.5,1518.6,168.5,261.7,202.2,632.4
2001-04-01,248.1,136.5,384.7,360.5,88.3,63.7,153.8,263.4,569.1,316.7,1208.6,185.2,501.9,3918.2,962.3,67,106.7,1135.9,156,208.4,148.6,111.7,513,142.5,78.8,221.3,265.8,58.9,69.5,165.7,112.2,406.3,179.2,230.3,136.7,367,2909.4,1499.6,171.9,230.5,200,602.4
2001-05-01,274.9,141.9,416.8,403.2,91.9,59.7,166.5,268.1,586.2,335.2,1246.4,177.7,512.9,4087.5,987.5,69.6,95.4,1152.5,168.3,238.5,150.5,112.1,557.4,144.6,84.2,228.7,275.8,65.1,76.8,186,123.6,451.4,172.6,225.6,128.8,354.4,3020.2,1531.1,179.4,257.5,200.3,637.3
2001-06-01,243.3,130.2,373.5,342.1,92.2,60.4,161.1,248.9,562.6,296.4,1211.1,183.3,479.8,3904.2,951.9,65.9,95.6,1113.4,176.4,267.9,152.2,107,596.4,137.6,81.6,219.3,262.7,64.1,82.7,177.1,118.7,442.6,173,221.1,126.4,347.5,2981.8,1491.1,188,266.9,200.3,655.1
2001-07-01,231.7,135.4,367.1,388.5,97,64.2,175.9,253.3,590.3,316.5,1220.1,188.6,505.2,4016.7,985.1,62.5,90.1,1137.8,187.7,256.1,154,102.6,597.8,129.3,91.6,220.8,275.8,67.6,77.4,177.1,137,459.3,188.3,242.3,129,371.3,3062.8,1511,184.1,276.9,193.6,654.6
2001-08-01,215.5,133.5,349,334.4,101.2,61.8,183.9,266,613,315.5,1274,187.6,503,4030,1031.5,62.8,94.2,1188.5,183.3,256,167.7,106.5,607.1,122.5,90,212.5,232.8,71.7,75.7,180.5,141.6,469.5,191.7,259.8,131.7,391.5,3101.9,1572.2,175.2,271.8,211.4,658.4
2001-09-01,234,135.6,369.5,355.4,88.4,62.9,169.1,262.2,582.6,307.5,1249.7,188.1,495.6,3984.9,989.2,64.1,90.5,1143.8,172.6,255.3,172.4,109.3,600.3,123,92.4,215.4,251.4,66.5,74.8,165.1,141.9,448.2,189.3,218.9,130.3,349.1,3008.3,1548.3,172.2,243.1,218.2,633.4
2001-10-01,249.2,150.2,399.4,398.4,94.7,60.8,174.4,291.6,621.6,306,1300.1,204.5,510.5,4242.6,1038.4,71.1,99.3,1208.9,193.6,272.8,208.7,121.5,675.1,135.1,106.6,241.7,280.6,76.9,76.1,168,158,479,218.8,229.2,132.7,361.9,3247.2,1640.4,181.3,254.8,236.3,672.4
2001-11-01,256.4,160.4,416.9,468.1,99.4,72.8,179.6,316.8,668.6,301.6,1313.9,190.6,492.3,4417.4,1058.9,77,106.4,1242.3,189.1,295.7,203.8,131.2,688.6,142.5,109.9,252.4,329.1,76.1,89.5,170.6,173.1,509.3,218.1,232.4,133.7,366.2,3387.9,1663.2,185.5,292.2,230.6,708.4
2001-12-01,381.7,227.4,609.2,805.6,116.8,110.5,210.4,445,882.9,321.8,1433.8,218.9,540.7,5609.6,1148.6,119.1,131,1398.8,214.1,388.9,255.7,191.9,858.7,210.3,154.6,365,573.7,92.6,142.9,200,258.5,694,243,266.8,142.2,409.1,4299.2,1868.8,197.2,414.3,291,902.5
2002-01-01,258.3,151.1,409.4,357.6,94.9,64.3,158.9,268.6,586.7,266,1353.9,229.4,495.4,4244.3,1060.3,68.7,107.3,1236.2,202.8,257.3,202.2,124.8,662.2,130.5,103.9,234.4,252.7,75.8,87.9,146.7,160.6,471,230.5,238.1,147.1,385.2,3241.8,1709.3,176.3,289.7,219.9,685.9
2002-02-01,214.2,129.1,343.3,297.1,95,54.2,154.9,248.4,552.5,251.1,1215.4,182.1,433.2,3747,965.6,60.9,98.2,1124.6,175.4,228,177.8,111.6,581.2,114.2,92.3,206.5,208,71,70,136.1,152.6,429.7,210.4,227.1,128.9,356,2906,1537.5,152.2,234.5,196.6,583.3
2002-03-01,246.6,138.5,385.1,358.7,106.7,62.2,165.2,272.4,606.5,264,1350.8,207.3,471.3,4153.2,1082,70.4,110.3,1262.7,179.8,259.3,193.9,125.5,633,140.2,98.9,239.1,267.5,73.3,85.8,145.3,161.8,466.2,216,257.9,141.3,399.2,3267.7,1692.4,167.2,253.3,218.7,639.2
2002-04-01,237.1,139.9,376.9,372.6,102.8,60.2,184,261.5,608.5,270.3,1272.7,205.4,475.7,4098.6,1000,60.1,105.1,1165.3,205.4,254.8,189.4,113.2,649.6,165.2,108,273.2,279.2,75,73.5,152.2,162.3,463,212.6,230.8,141.9,372.7,3202.9,1598.5,185.5,264.1,216.8,666.4
2002-05-01,266.2,153.7,419.9,430.6,105,64.4,190.1,283.1,642.5,283.9,1337.3,198,482,4362.7,1064.4,63.6,112.3,1240.3,199.9,288.6,181.9,115.5,670.4,168.8,114.8,283.6,294.2,81.5,82.5,166.8,176.3,507.1,226.1,228.7,140.1,368.8,3364.3,1678.8,190.7,312.6,205.5,708.9
2002-06-01,225.5,136.4,361.9,389.2,96.9,63.4,173.6,254.4,588.4,265,1257.2,194.9,459.9,4076.9,997.9,58.6,103.8,1160.3,200.5,305.4,178,110.2,683.9,152.9,100.5,253.3,301.1,72.4,82,155.6,151.1,461.2,213.6,218,137.6,355.6,3215.4,1581,187.6,310.7,198.2,696.6
